"Make"	"Model"	"Description"	"AorM"	"Transmission"	"Engine Capacity"	"Fuel Type"	" Imperial Urban (Cold) "	" Imperial Extra-Urban "	" Imperial Combined "	" CO2 g/km "	" Fuel Cost 12000 Miles "	" Tax band "	" Standard 12 months "	" Standard 6 Months "
"VAUXHALL"	"Astra 5 Door Hatchback Model Year 2012"	"2.0CDTi ecoFLEX 165PS Start/Stop with 17 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 52.30 "	" 70.60 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Hatchback Model Year 2012"	"2.0CDTi ecoFLEX 165PS Start/Stop with 18/19 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 50.40 "	" 68.90 "	" 61.40 "	" 123.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2010"	"1.7CDTi 16v 110PS ecoFLEX"	"Manual"	"M6"	1686	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2010"	"1.7CDTi 16v 125PS ecoFLEX"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 70.60 "	" 61.40 "	" 121.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"1.3CDTi 16v ecoFLEX 95PS Start/Stop"	"Manual"	"M5"	1248	"Diesel"	" 57.60 "	" 76.30 "	" 68.90 "	" 109.00 "	" £1,163.88 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A13DTE 95PS"	"Manual"	"M5"	1248	"Diesel"	" 57.60 "	" 76.30 "	" 68.90 "	" 109.00 "	" £1,163.88 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A14NET 120PS 16/17 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 33.60 "	" 57.60 "	" 46.30 "	" 144.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A14NET 120PS 18/19 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 33.20 "	" 55.40 "	" 44.10 "	" 149.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A14NET 140PS 16/17 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 33.60 "	" 57.60 "	" 46.30 "	" 144.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A14NET 140PS 16/17 inch wheels"	"Automatic"	"A6"	1364	"Petrol"	" 31.00 "	" 52.30 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A14NET 140PS 18/19 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 33.20 "	" 55.40 "	" 44.10 "	" 149.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A14NET 140PS 18/19 inch wheels"	"Automatic"	"A6"	1364	"Petrol"	" 30.40 "	" 49.60 "	" 40.40 "	" 165.00 "	" £1,876.91 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A14XER 100PS"	"Manual"	"M5"	1398	"Petrol"	" 37.20 "	" 57.60 "	" 47.90 "	" 139.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16LET 180PS 16/17 inch wheels"	"Manual"	"M6"	1598	"Petrol"	" 31.40 "	" 51.40 "	" 41.50 "	" 159.00 "	" £1,827.16 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16LET 180PS 16/17 inch wheels"	"Automatic"	"A6"	1598	"Petrol"	" 28.00 "	" 48.70 "	" 38.20 "	" 174.00 "	" £1,985.01 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16LET 180PS 18/19 inch wheels"	"Manual"	"M6"	1598	"Petrol"	" 31.00 "	" 50.40 "	" 40.90 "	" 161.00 "	" £1,853.97 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16LET 180PS 18/19 inch wheels"	"Automatic"	"A6"	1598	"Petrol"	" 27.70 "	" 47.10 "	" 37.70 "	" 177.00 "	" £2,011.33 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16XER 115PS 16/17 inch wheels"	"Manual"	"M5"	1598	"Petrol"	" 32.80 "	" 55.40 "	" 44.10 "	" 149.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16XER 115PS 16/17 inch wheels"	"Automatic"	"A6"	1598	"Petrol"	" 28.00 "	" 51.40 "	" 39.20 "	" 169.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16XER 115PS 18/19 inch wheels"	"Manual"	"M5"	1598	"Petrol"	" 32.50 "	" 53.30 "	" 42.80 "	" 154.00 "	" £1,771.67 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A16XER 115PS 18/19 inch wheels"	"Automatic"	"A6"	1598	"Petrol"	" 27.40 "	" 48.70 "	" 37.70 "	" 175.00 "	" £2,011.33 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A17DTR 101PS"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 70.60 "	" 61.40 "	" 121.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A17DTR 101PS ecoFLEX 16/17 inch wheels"	"Manual"	"M6"	1686	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A17DTR 110PS"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 70.60 "	" 61.40 "	" 121.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A17DTR 110PS ecoFLEX"	"Manual"	"M6"	1686	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A17DTR 125PS"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 70.60 "	" 61.40 "	" 121.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A17DTR 125PS ecoFLEX"	"Manual"	"M6"	1686	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A20DTH 160PS 16/17 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 43.50 "	" 67.30 "	" 55.40 "	" 134.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A20DTH 160PS 16/17 inch wheels"	"Automatic"	"A6"	1956	"Diesel"	" 35.80 "	" 60.10 "	" 47.90 "	" 156.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A20DTH 160PS 18/19 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 43.50 "	" 64.20 "	" 55.40 "	" 136.00 "	" £1,447.50 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"A20DTH 160PS 18/19 inch wheels"	"Automatic"	"A6"	1956	"Diesel"	" 35.30 "	" 58.90 "	" 47.10 "	" 158.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"Exclusive 16v ecoFLEX 95PS Start/Stop"	"Manual"	"M5"	1248	"Diesel"	" 60.10 "	" 80.70 "	" 72.40 "	" 104.00 "	" £1,107.62 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"Police 1.7D 110PS"	"Manual"	"M6"	1686	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"SE 2.0CDTi 16V 160PS"	"Automatic"	"A6"	1956	"Diesel"	" 35.80 "	" 60.10 "	" 47.90 "	" 156.00 "	" £1,674.14 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"SRi 16v EcoFlex 160PS Start/Stop"	"Manual"	"M6"	1956	"Diesel"	" 50.40 "	" 68.90 "	" 61.40 "	" 123.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2011"	"SRI 2.0CDTi 16V Start/Stop 160PS"	"Manual"	"M6"	1956	"Diesel"	" 48.70 "	" 65.70 "	" 58.90 "	" 128.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.3CDTi 16V ecoFLEX 95PS Start/Stop"	"Manual"	"M5"	1248	"Diesel"	" 57.60 "	" 76.30 "	" 68.90 "	" 109.00 "	" £1,163.88 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.3CDTi 16V ecoFLEX 95PS with 16/17 inch wheels"	"Manual"	"M5"	1248	"Diesel"	" 57.60 "	" 76.30 "	" 68.90 "	" 109.00 "	" £1,163.88 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.4l 16V turbo 140PS with 16/17 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 33.60 "	" 57.60 "	" 46.30 "	" 144.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.4l 16V VVT 100PS with 16/17 inch wheels"	"Manual"	"M5"	1398	"Petrol"	" 37.20 "	" 57.60 "	" 47.90 "	" 139.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.6l 16V VVT 115PS with 16/17 inch wheels"	"Manual"	"M5"	1598	"Petrol"	" 32.80 "	" 55.40 "	" 44.10 "	" 149.00 "	" £1,719.44 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.6l 16V VVT 115PS with 16/17 inch wheels"	"Manual"	"M6"	1598	"Petrol"	" 28.00 "	" 51.40 "	" 39.20 "	" 169.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.6l 16V VVT 115PS with 18/19 inch wheels"	"Manual"	"M5"	1598	"Petrol"	" 32.50 "	" 53.30 "	" 42.80 "	" 154.00 "	" £1,771.67 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.7CDTi 16V ecoFLEX 110PS with 16/17 inch wheels"	"Manual"	"M6"	1686	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.7CDTi 16V ecoFLEX 110PS with 18/19 inch wheels"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 70.60 "	" 61.40 "	" 121.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"1.7CDTi 16V ecoFLEX 125PS with 16/17 inch wheels"	"Manual"	"M6"	1686	"Diesel"	" 51.40 "	" 72.40 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"2.0CDTi 16V 165PS Start/Stop with 16/17 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 49.60 "	" 68.90 "	" 60.10 "	" 124.00 "	" £1,334.30 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"2.0CDTi 16V 165PS Start/Stop with 18/19 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 48.70 "	" 65.70 "	" 58.90 "	" 128.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"2.0CDTi 16V 165PS with 17 inch wheels"	"Automatic"	"A6"	1956	"Diesel"	" 35.80 "	" 60.10 "	" 48.70 "	" 154.00 "	" £1,646.64 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"2.0CDTi 16V 165PS with 18/19 inch wheels"	"Automatic"	"A6"	1956	"Diesel"	" 35.30 "	" 58.90 "	" 47.10 "	" 158.00 "	" £1,702.58 "	" G "	" £170.00 "	" £93.50 "
"VAUXHALL"	"Astra 5 Door Sports Tourer Model Year 2012"	"SRI 1.7CDTi 16V ecoFLEX 125PS with 18/19 inch wheels"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 70.60 "	" 61.40 "	" 121.00 "	" £1,306.05 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra GTC Model Year 2012"	"1.4i 16v VVT Turbo 120PS Start/Stop with 18/19 inch wheels"	"Manual"	"M6"	1362	"Petrol"	" 36.20 "	" 57.70 "	" 47.10 "	" 140.00 "	" £1,609.92 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Astra GTC Model Year 2012"	"1.4i 16v VVT Turbo 140PS Start/Stop with 18/19 inch wheels"	"Manual"	"M6"	1364	"Petrol"	" 36.20 "	" 57.70 "	" 47.10 "	" 140.00 "	" £1,609.92 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Astra GTC Model Year 2012"	"1.6i 16v VVT Turbo 180PS with 18/19 inch wheels"	"Manual"	"M6"	1598	"Petrol"	" 30.40 "	" 47.90 "	" 39.20 "	" 168.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Astra GTC Model Year 2012"	"1.6i 16v VVT Turbo 180PS with 20 inch wheels"	"Manual"	"M6"	1598	"Petrol"	" 30.40 "	" 47.10 "	" 39.20 "	" 169.00 "	" £1,934.37 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Astra GTC Model Year 2012"	"1.7 CDTi 16v 130PS Start/Stop with 17 inch wheels"	"Manual"	"M6"	1686	"Diesel"	" 54.30 "	" 68.90 "	" 62.80 "	" 119.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Astra GTC Model Year 2012"	"2.0 CDTi 16V 165PS Start/Stop with 18/19 inch wheels"	"Manual"	"M6"	1956	"Diesel"	" 49.60 "	" 65.70 "	" 58.90 "	" 127.00 "	" £1,361.48 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Astra GTC Model Year 2012"	"VXR 2.0l 16V Turbo 280PS Stop/Start with 19 inch wheels"	"Manual"	"M6"	1998	"Petrol"	" 26.20 "	" 43.50 "	" 34.90 "	" 189.00 "	" £2,172.70 "	" J "	" £250.00 "	" £137.50 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2010"	"A16LER 16V Turbo"	"Manual"	"M6"	1598	"Petrol"	" 28.80 "	" 47.90 "	" 38.70 "	" 172.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2010 ½"	"1.0i 12v"	"Manual"	"M5"	998	"Petrol"	" 44.80 "	" 67.30 "	" 56.50 "	" 117.00 "	" £1,342.08 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2010 ½"	"1.2i 16v"	"Automatic"	"MTA5"	1229	"Petrol"	" 43.50 "	" 67.30 "	" 55.40 "	" 119.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2010 ½"	"1.2i 16v 85PS"	"Manual"	"M5"	1229	"Petrol"	" 40.90 "	" 64.20 "	" 53.30 "	" 124.00 "	" £1,422.65 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2010 ½"	"1.4i 16v"	"Automatic"	"A4"	1398	"Petrol"	" 37.70 "	" 60.10 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2010 ½"	"1.4i 16v 100PS"	"Manual"	"M5"	1398	"Petrol"	" 40.40 "	" 61.40 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.0l 12V (65PS) ecoFLEX"	"Manual"	"M5"	998	"Petrol"	" 44.80 "	" 67.30 "	" 56.50 "	" 117.00 "	" £1,342.08 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.2l 16V (85PS)"	"Manual"	"M5"	1229	"Petrol"	" 40.90 "	" 64.20 "	" 53.30 "	" 124.00 "	" £1,422.65 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.2l 16V (85PS) ecoFLEX Easytronic"	"Automatic"	"ET5"	1229	"Petrol"	" 43.50 "	" 67.30 "	" 55.40 "	" 119.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.3CDTi (75PS) ecoFLEX (110G)"	"Manual"	"M5"	1248	"Diesel"	" 53.30 "	" 80.70 "	" 67.30 "	" 110.00 "	" £1,191.55 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.3CDTi (75PS) ecoFLEX (112G)"	"Manual"	"M5"	1248	"Diesel"	" 53.30 "	" 78.50 "	" 67.30 "	" 112.00 "	" £1,191.55 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.3CDTi (75PS) ecoFLEX Start/Stop (105G)"	"Manual"	"M5"	1248	"Diesel"	" 58.90 "	" 80.70 "	" 70.60 "	" 105.00 "	" £1,135.86 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.3CDTi (75PS) ecoFLEX Start/Stop (112G)"	"Manual"	"M5"	1248	"Diesel"	" 58.90 "	" 80.70 "	" 70.60 "	" 112.00 "	" £1,135.86 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.3CDTi (95PS) ecoFLEX (115G)"	"Manual"	"M6"	1248	"Diesel"	" 52.30 "	" 74.30 "	" 64.20 "	" 115.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.3CDTi (95PS) ecoFLEX (94G)"	"Manual"	"M5"	1248	"Diesel"	" 67.30 "	" 91.10 "	" 80.70 "	" 94.00 "	" £993.70 "	" A "	" £0.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (129G)"	"Manual"	"M5"	1398	"Petrol"	" 40.40 "	" 61.40 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (134G)"	"Manual"	"M5"	1398	"Petrol"	" 38.70 "	" 58.90 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (134G) Automatic"	"Automatic"	"A4"	1398	"Petrol"	" 37.70 "	" 60.10 "	" 49.60 "	" 134.00 "	" £1,528.78 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.4l 16V (100PS) (143G) Automatic"	"Automatic"	"A4"	1398	"Petrol"	" 35.30 "	" 56.50 "	" 46.30 "	" 143.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"1.7CDTi (130PS)"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 74.30 "	" 62.80 "	" 118.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2011"	"VXR 1.6l 16V Turbo"	"Manual"	"M6"	1598	"Petrol"	" 28.80 "	" 47.90 "	" 38.70 "	" 172.00 "	" £1,959.36 "	" H "	" £195.00 "	" £107.25 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.0i 12v 65PS ecoFLEX"	"Manual"	"M5"	998	"Petrol"	" 44.10 "	" 65.70 "	" 55.40 "	" 120.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.2i 16v VVT 85PS"	"Manual"	"M5"	1229	"Petrol"	" 39.20 "	" 62.80 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.2i 16v VVT 85PS Easytronic"	"Automatic"	"ET5"	1229	"Petrol"	" 41.50 "	" 64.20 "	" 53.30 "	" 125.00 "	" £1,422.65 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.2i 16v VVT 85PS ecoFLEX Start/Stop with up to 16 inch wheels "	"Manual"	"M5"	1229	"Petrol"	" 44.10 "	" 65.70 "	" 55.40 "	" 119.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.3CDTi 16v 75PS ecoFLEX"	"Manual"	"M5"	1248	"Diesel"	" 53.30 "	" 80.70 "	" 67.30 "	" 110.00 "	" £1,191.55 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.3CDTi 16v 75PS ecoFLEX Start/Stop"	"Manual"	"M5"	1248	"Diesel"	" 58.90 "	" 80.70 "	" 70.60 "	" 105.00 "	" £1,135.86 "	" B "	" £20.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.3CDTi 16v 95PS ecoFLEX"	"Manual"	"M6"	1248	"Diesel"	" 52.30 "	" 74.30 "	" 64.20 "	" 115.00 "	" £1,249.09 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.3CDTi 16v 95PS ecoFLEX Start/Stop"	"Manual"	"M6"	1248	"Diesel"	" 67.30 "	" 91.10 "	" 80.70 "	" 94.00 "	" £993.70 "	" A "	" £0.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.4i 16v VVT 100PS"	"Manual"	"M5"	1398	"Petrol"	" 39.80 "	" 61.40 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.4i 16v VVT 100PS"	"Automatic"	"A4"	1398	"Petrol"	" 35.30 "	" 56.50 "	" 46.30 "	" 143.00 "	" £1,637.74 "	" F "	" £135.00 "	" £74.25 "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"1.7CDTi 16v 130PS ecoFLEX"	"Manual"	"M6"	1686	"Diesel"	" 50.40 "	" 74.30 "	" 62.80 "	" 118.00 "	" £1,276.93 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 3 Door Hatchback Model Year 2012"	"VXR Nurburgring 16v Turbo"	"Manual"	"M6"	1598	"Petrol"	" 27.70 "	" 46.30 "	" 36.20 "	" 178.00 "	" £2,094.68 "	" I "	" £215.00 "	" £118.25 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2010"	"SE 1.4l 16V"	"Automatic"	"A4"	1398	"Petrol"	" 36.70 "	" 58.90 "	" 47.90 "	" 138.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2010 ½"	"1.0i 12v"	"Manual"	"M5"	998	"Petrol"	" 44.80 "	" 67.30 "	" 56.50 "	" 117.00 "	" £1,342.08 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2010 ½"	"1.2i 16v"	"Automatic"	"MTA5"	1229	"Petrol"	" 43.50 "	" 67.30 "	" 55.40 "	" 119.00 "	" £1,368.72 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2010 ½"	"1.2i 16v 85PS"	"Manual"	"M5"	1229	"Petrol"	" 40.90 "	" 64.20 "	" 53.30 "	" 124.00 "	" £1,422.65 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2010 ½"	"1.4i 16v"	"Automatic"	"A4"	1398	"Petrol"	" 36.70 "	" 58.90 "	" 47.90 "	" 138.00 "	" £1,583.03 "	" E "	" £120.00 "	" £66.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2010 ½"	"1.4i 16v 100PS"	"Manual"	"M5"	1398	"Petrol"	" 40.40 "	" 61.40 "	" 51.40 "	" 129.00 "	" £1,475.24 "	" D "	" £100.00 "	" £55.00 "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.0l 12V (65PS) ecoFLEX"	"Manual"	"M5"	998	"Petrol"	" 44.80 "	" 67.30 "	" 56.50 "	" 117.00 "	" £1,342.08 "	" C "	" £30.00 "	" NA "
"VAUXHALL"	"Corsa 5 Door Hatchback Model Year 2011"	"1.2l 16V (85PS)"	"Manual"	"M5"	1229	"Petrol"	" 40.90 "	" 64.20 "	" 53.30 "	" 124.00 "	" £1,422.65 "	" D "	" £100.00 "	" £55.00 "
